gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g9181.t2,4921.222688,-0.910009713,0.293215923,-3.103548067,0.001912152,0.008148139,7438,8543,4077,3273,3782,3064,4256,4280,3659,4555,4909,5454,4517,3961,Q1HG43,DOXA1_HUMAN,Phel_contig_6506,,,,,,,,
g9183.t1,1323.599654,-1.535118953,0.424632623,-3.615169611,0.000300151,0.001734724,2138,2235,1017,562,4328,1187,269,631,701,478,1193,1901,1362,613,Q1HG43,DOXA1_HUMAN,Phel_contig_6506,,,,,,,,
g9325.t1,38.79798607,0.988510552,0.319410032,3.094801202,0.001969449,0.008367908,27,15,67,81,37,30,4,60,60,40,54,14,92,33,P70473,AMACR_RAT,Phel_contig_17979,,,,,,,,
g9341.t1,479.8078694,-1.612427079,0.289711449,-5.565631204,2.61E-08,5.08E-07,433,343,313,179,734,537,491,395,347,272,183,754,348,886,P16393,HMDH_STRPU,Phel_contig_4533,,,,,,,,
g938.t1,2192.958519,-4.000993363,0.554381206,-7.217043647,5.31E-13,3.00E-11,915,1162,285,215,1414,1684,6999,367,504,282,246,3756,285,4003,Q6PCS4,RHG29_DANRE,Phel_contig_2593,,,,,,,,
g9392.t1,25.73685059,2.552130064,0.375582886,6.795118101,1.08E-11,4.73E-10,12,4,36,65,7,12,0,38,36,60,61,8,98,4,O35488,S27A2_MOUSE,Phel_contig_7564,,,,,,,,
g94.t1,148.7219193,1.012775049,0.380023738,2.665031019,0.007698122,0.02605626,90,64,191,257,81,169,14,327,267,172,238,41,276,145,Q6AYQ8,FAHD1_RAT,Phel_contig_8498,,,,,,,,
g9404.t1,497.2922869,1.993371458,0.43775206,4.553654092,5.27E-06,5.45E-05,80,92,924,742,212,454,23,1137,960,677,1192,117,1283,282,Q2KJC9,AL7A1_BOVIN,Phel_contig_12169,,,,,,,,
g941.t1,97.12621238,3.237229743,0.389197324,8.317708128,8.97E-17,9.87E-15,13,14,88,375,40,19,10,164,145,170,240,9,404,8,Q0GGW5,STK11_CHICK,Phel_contig_8035,,,,,,,,
g9438.t1,2573.679791,-2.219081077,0.307690126,-7.212064631,5.51E-13,3.08E-11,2711,2339,1290,985,3464,2435,4491,995,811,1308,1178,4478,1204,3285,Q9UDY8,MALT1_HUMAN,Phel_contig_6665,,,,,,,,
g9584.t1,327.5110236,-2.61038454,0.560581266,-4.656567561,3.22E-06,3.53E-05,1260,579,130,37,419,499,139,48,33,126,70,444,438,129,Q5ZJU3,ASNS_CHICK,Phel_contig_4594,,,,,,,,
g9593.t1,94.97658478,0.994940666,0.31805329,3.128220012,0.001758685,0.007605949,106,44,127,108,65,45,25,158,104,281,136,60,166,39,O81884,GALDH_ARATH,Phel_contig_10111,,,,,,,,
g9637.t1,80.30297934,1.664024977,0.296204988,5.617815523,1.93E-08,3.92E-07,36,24,106,174,55,24,26,78,102,202,144,38,273,25,Q5R9A7,LYCHS_PONAB,Phel_contig_17522,,,,,,,,
g9638.t1,18.25754148,1.718624064,0.490077628,3.506840477,0.000453461,0.002433571,13,10,28,58,5,9,4,8,19,54,28,8,48,2,Q5R9A7,LYCHS_PONAB,Phel_contig_17522,,,,,,,,
g9649.t1,3249.663084,-2.894738158,0.666475802,-4.343350726,1.40E-05,0.000126547,4639,6648,295,258,954,1309,6445,1068,725,2843,730,2001,413,6889,Q0D4Z6,GH38_ORYSJ,Phel_contig_11948,,,,,,,,
g9649.t1,3249.663084,-2.894738158,0.666475802,-4.343350726,1.40E-05,0.000126547,4639,6648,295,258,954,1309,6445,1068,725,2843,730,2001,413,6889,Q0D4Z6,GH38_ORYSJ,Phel_contig_1542,,,,,,,,
g9651.t1,3953.878048,-2.732577924,0.607653559,-4.496933954,6.89E-06,6.85E-05,2880,4180,1149,355,1772,2463,8902,799,800,3761,873,6274,687,8444,Q99LE6,ABCF2_MOUSE,Phel_contig_3712,,,,,,,,
g9698.t1,297.3928882,-1.064354425,0.365348282,-2.913259692,0.00357677,0.01377612,342,84,245,223,243,391,273,250,175,341,142,447,278,540,O14807,RASM_HUMAN,Phel_contig_1117,,,,,,,,
g9698.t2,333.0487877,-1.335044857,0.313814911,-4.254242897,2.10E-05,0.000178772,444,139,267,308,380,432,309,255,199,100,209,500,319,569,O14807,RASM_HUMAN,Phel_contig_1117,,,,,,,,
g9699.t1,1714.516853,-1.645256576,0.466950388,-3.523407665,0.000426036,0.002313975,2966,4082,2301,465,964,1718,1441,432,635,1089,1110,1826,793,1821,Q29RV1,PDIA4_BOVIN,Phel_contig_7219,,,,,,,,
g9715.t1,212.8561594,0.796926089,0.320726614,2.484751983,0.012964172,0.039586749,179,50,322,227,119,215,92,385,266,420,287,81,429,170,Q9VCA2,ORCT_DROME,Phel_contig_22211,,,,,,,,
g9720.t1,27.98589754,-2.29126855,0.941025693,-2.434862902,0.014897433,0.04424918,4,2,18,3,27,115,3,2,25,16,5,2,8,128,Q9VCA2,ORCT_DROME,Phel_contig_22211,,,,,,,,
g9730.t2,1865.765572,-1.270994647,0.524462216,-2.423424619,0.015374944,0.045390896,1613,1122,1164,1284,599,517,3461,1449,1128,1641,1161,1620,1619,4127,Q9Z2J0,S23A1_MOUSE,Phel_contig_7180,,,,,,,,
g9746.t1,575.8252809,-1.934204479,0.342793001,-5.642485336,1.68E-08,3.43E-07,370,856,233,336,568,568,1034,432,241,260,204,917,393,592,Q5EB77,RAB18_RAT,Phel_contig_8929,,,,,,,,
g9749.t1,2435.797055,-2.514840497,0.452336838,-5.559663254,2.70E-08,5.24E-07,3682,3129,445,682,1146,1647,4611,1197,1082,924,823,1751,1181,5279,Q5ZL23,AB1IP_CHICK,Phel_contig_2554,,,,,,,,
g9750.t1,694.7152866,-1.909894114,0.417952533,-4.569643587,4.89E-06,5.11E-05,188,1628,277,244,733,727,1022,541,304,400,266,819,539,852,O95786,RIGI_HUMAN,Phel_contig_8135,,,,,,,,
g9808.t1,22.42098744,1.692758867,0.444325027,3.809731087,0.000139118,0.000912199,5,16,22,77,7,12,5,16,46,23,46,6,75,11,Q9VCA2,ORCT_DROME,Phel_contig_22211,,,,,,,,
g9817.t1,12.76002509,1.086305021,0.445240663,2.43981539,0.014694769,0.04377275,11,5,16,29,18,5,1,25,19,8,30,9,27,3,Q8K4T5,DUS19_MOUSE,Phel_contig_24878,,,,,,,,
g9857.t1,703.1886927,-1.346625047,0.252336029,-5.336634062,9.47E-08,1.60E-06,737,860,596,418,719,668,870,588,406,299,476,1157,679,687,P54814,PRS8_MANSE,Phel_contig_6240,,,,,,,,
g9859.t1,483.0260391,1.593057568,0.261636429,6.088821695,1.14E-09,3.15E-08,137,106,548,1089,338,291,159,984,774,996,747,310,1223,117,B0FYY4,ITB1_SHEEP,Phel_contig_9206,,,,,,,,
g9868.t1,494.6023075,-2.010836351,0.40216782,-4.999993164,5.73E-07,7.73E-06,539,394,161,225,261,413,1007,310,215,197,211,709,441,776,Q9WU22,PTN4_MOUSE,Phel_contig_10674,,,,,,,,
g9868.t2,44.55048187,-4.839290384,1.334760304,-3.625587583,0.000288305,0.001681931,11,0,0,22,56,182,82,0,0,0,0,68,6,90,Q9WU22,PTN4_MOUSE,Phel_contig_10674,,,,,,,,
g9870.t1,99.60884927,-1.926620051,0.383124634,-5.028703142,4.94E-07,6.75E-06,159,70,47,42,60,100,177,46,35,63,55,116,71,153,P29074,PTN4_HUMAN,Phel_contig_12273,,,,,,,,
g9929.t1,180.8519718,3.103288186,0.373380825,8.311321782,9.46E-17,1.03E-14,17,16,236,538,38,53,12,574,313,342,343,20,510,69,Q91090,PON2_MELGA,Phel_contig_9853,,,,,,,,
g9939.t2,238.6881818,0.861417964,0.198751746,4.334140367,1.46E-05,0.000130981,119,140,304,523,238,213,51,413,360,302,338,158,442,132,Q9UGJ0,AAKG2_HUMAN,Phel_contig_4177,,,,,,,,
g9945.t1,607.6104819,-1.440619204,0.234998318,-6.130338353,8.77E-10,2.49E-08,803,1012,453,320,533,589,605,485,318,397,379,942,466,611,O73817,PSB3_ONCMY,Phel_contig_5539,,,,,,,,
g9947.t1,106.2109112,-1.683815099,0.392463822,-4.290370228,1.78E-05,0.000155288,67,189,107,49,159,98,124,68,35,79,25,227,65,77,Q5DC69,CH10_SCHJA,Phel_contig_4215,,,,,,,,
g9948.t1,490.77675,-1.131973836,0.317797352,-3.561936024,0.00036813,0.002049495,314,909,498,319,426,459,494,354,311,472,280,876,372,395,P10809,CH60_HUMAN,Phel_contig_11006,,,,,,,,
g9953.t1,12.97628774,1.125986248,0.369406775,3.048093119,0.002302986,0.009526049,6,2,17,28,14,10,3,17,14,28,22,7,30,8,Q55DF5,JMJCD_DICDI,Phel_contig_25341,,,,,,,,
g9961.t1,12315.62854,-1.482824739,0.377225988,-3.930865809,8.46E-05,0.000601624,13886,7167,7237,8435,7848,9213,18113,7720,5914,11959,6458,22724,7556,20216,P09917,LOX5_HUMAN,Phel_contig_684,,,,,,,,
g9982.t2,894.941843,-3.349323662,0.539184544,-6.211831737,5.24E-10,1.55E-08,557,3988,303,113,747,652,1430,216,139,88,198,1052,357,384,Q99MN1,SYK_MOUSE,Phel_contig_7751,,,,,,,,
g9995.t1,93.87543394,3.112344765,0.512668625,6.07087037,1.27E-09,3.49E-08,4,11,231,282,13,31,27,195,98,83,223,18,401,3,Q00651,ITA4_MOUSE,Phel_contig_13337,,,,,,,,
g9995.t1,93.87543394,3.112344765,0.512668625,6.07087037,1.27E-09,3.49E-08,4,11,231,282,13,31,27,195,98,83,223,18,401,3,Q00651,ITA4_MOUSE,Phel_contig_2142,,,,,,,,
